CATEGORY,NAICS_CODE,NAICS_DESC,COMPANY_NAME,PRIMARY_ADDRESS,PRIMARY_CITY,PRIMARY_STATE,PRIMARY_ZIP10,SALUTATION,FIRST_NAME,LAST_NAME,PROFESSIONAL_TITLE,CONTACT_NAME,PHONE,WEB_SITE,LATITUDE,LONGITUDE
H,31491013,TEXTILE BAG & CANVAS MILLS,ATLANTIC AWNING,270 FRANKLIN ST,MELROSE,MA,02176-1895,MR,MARK,HORTON,,MARK HORTON,7816654040,ATLANTIC-AWNING.US,42467575,71065422
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,KC CUSTOM SEWING,14 BEAR HILL RD,MERRIMAC,MA,01860-1222,,,S,,,9783467161,KCCUSTOMSEWING.COM,42838977,70992897
H,32221901,OTHER PAPERBOARD CONTAINER MANUFACTURING,CENTURY BOX,45 CHASE ST,METHUEN,MA,01844-3771,MS,JOHANNAH,KAGAN,,JOHANNAH KAGAN,9786890100,CENTURYBOX.COM,42718822,71182823
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,YANKEE FIRE PLACE,140 S MAIN ST,MIDDLETON,MA,01949-2438,PHYLLIS,RYAN,S,F,PHYLLIS RYAN,9787742760,,42585342,71007263
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,MILLBURY TEXTILE RECYCLING,PO BOX 69,MILLBURY,MA,01527-0069,BARRY,KLINE,S,M,BARRY KLINE,5088651717,,42196060,71756309
H,31311003,FIBER YARN & THREAD MILLS,S & D SPINNING MILL,PO BOX 186,MILLBURY,MA,01527-0186,MR,DAVID,DEARNLEY,,DAVID DEARNLEY,5088654870,,42172500,71779823
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,STORM FLAG INC,1362 CANTON AVE,MILTON,MA,02186-2435,MR,FERNANDO,PAIZ,,FERNANDO PAIZ,,,42233448,71106704
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SEW N SEW INC,251 W CENTRAL ST # 8,NATICK,MA,01760-3758,,,S,,,5084336817,,42282623,71392402
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,AMERICAN CUT & SEW CORP,686 BELLEVILLE AVE,NEW BEDFORD,MA,02745-6035,MR,STEVE M,SCHUSTER,,STEVE M SCHUSTER,,,41672733,70920394
H,31331022,TEXTILE & FABRIC FINISHING MILLS,BRITTANY DYE CORP,1357 E RODNEY FRENCH BLVD,NEW BEDFORD,MA,02744-2124,MR,KENNETH,JOBLON,,KENNETH JOBLON,5089993281,BRITTANYUSA.COM,41607406,70905441
H,31332005,FABRIC COATING MILLS,COATERS INC LEATHER,305 NASH RD # 1,NEW BEDFORD,MA,02746-1800,MR,RICHARD,ARNOLD,,RICHARD ARNOLD,5089965700,,41667098,70934761
H,31491013,TEXTILE BAG & CANVAS MILLS,CREATIVE CANVASWORKS,24 HARBOR ST,NEW BEDFORD,MA,02744-2551,,,S,,,5089900377,CREATIVECANVASWORKS.COM,41617633,70916496
H,32223001,STATIONERY PRODUCT MANUFACTURING,H LOEB CORP,419 SAWYER ST # 2,NEW BEDFORD,MA,02746-5605,JULIUS,SHAW,S,M,JULIUS SHAW,5089963745,HLOEB.COM,41657085,70933593
H,31522019,MEN'S & BOY'S CUT & SEW APPAREL MANUFACTURING,JOSEPH ABBOUD MFG,689 BELLEVILLE AVE,NEW BEDFORD,MA,02745-6011,MR,JACK,LOURENCO,,JACK LOURENCO,5089991301,JOSEPHABBOUD.COM,41671958,70920722
H,31321017,BROADWOVEN FABRIC MILLS,MISUENO APPLIANCE REPAIR SELL,302 N FRONT ST,NEW BEDFORD,MA,02746-2006,,,,,,7742022826,,41658794,70925720
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,POYANT SIGNS INC,125 SAMUEL BARNET BLVD,NEW BEDFORD,MA,02745-1204,MR,LEN M,POYANT,,LEN M POYANT,5089951777,POYANTSIGNS.COM,41721145,70962188
H,32221910,OTHER PAPERBOARD CONTAINER MANUFACTURING,LYNN CHASE DESIGNS,63 S SANDISFIELD RD # A,NEW MARLBOROUGH,MA,01230-2187,LYNN,CHASE,S,F,LYNN CHASE,4132295900,LYNNCHASE.COM,42198047,73341217
H,32521107,PLASTICS MATERIAL & RESIN MANUFACTURING,ADVANCED URETHANE TECH,122 PARKER ST,NEWBURYPORT,MA,01950-4008,MR,JOHN,COLETTI,,JOHN COLETTI,9784625400,LEGGETT.COM,42800094,70886161
H,31491013,TEXTILE BAG & CANVAS MILLS,COMMONWEALTH CANVAS INC,5 PERKINS WAY,NEWBURYPORT,MA,01950-4074,PETER,BONTOS,S,M,PETER BONTOS,9784993900,COMMONWEALTHCANVAS.COM,42798530,70885505
H,32222016,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,PACKAGING SPECIALTIES,3 OPPORTUNITY WAY,NEWBURYPORT,MA,01950-4044,MR,GARY,SWERLING,,GARY SWERLING,9784621300,PACK-SPEC.COM,42802696,70891708
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,UFP TECHNOLOGIES INC,100 HALE ST,NEWBURYPORT,MA,01950-3504,MR,W DAVID,SMITH,,W DAVID SMITH,9783522200,UFPT.COM,42804569,70909713
H,32521107,PLASTICS MATERIAL & RESIN MANUFACTURING,UNION SPECIALTIES INC,3 MALCOLM HOYT DR,NEWBURYPORT,MA,01950-4084,MR,WILLIAM J,GREENE,,WILLIAM J GREENE,9784651717,UNIONSPECIALTIESINC.COM,42795680,70891799
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,KRIS SHAFFER INTERIOR,35 OAK CLIFF RD,NEWTONVILLE,MA,02460-2342,KRIS,SHAFFER,S,F,KRIS SHAFFER,6173321748,,42339134,71213088
H,31332004,FABRIC COATING MILLS,FLAME LAMINATING CORP,2350 TURNPIKE ST # B,NORTH ANDOVER,MA,01845-6347,MR,JOSEPH,DE GRAZIA,,JOSEPH DE GRAZIA,9787259527,FLAMELAMINATINGCORP.COM,42625545,71055656
H,32223006,STATIONERY PRODUCT MANUFACTURING,ARTCRAFT CO INC,PO BOX E,NORTH ATTLEBORO,MA,02763-0415,MR,JOHN R,DUMOUCHEL,,JOHN R DUMOUCHEL,5086954042,ARTCRAFT.COM,41979923,71300987
H,32221901,OTHER PAPERBOARD CONTAINER MANUFACTURING,FULLER BOX CO,PO BOX 9,NORTH ATTLEBORO,MA,02761-0009,MR,PETER C,FULLER,,PETER C FULLER,5086952525,FULLERBOX.COM,41977558,71327125
H,31331035,TEXTILE & FABRIC FINISHING MILLS,MERCURY INTERNATIONAL TRADING,20 ALICE AGNEW DR,NORTH ATTLEBORO,MA,02763-1036,,,,,,5086999000,,41987998,71296653
H,31323002,NONWOVEN FABRIC MILLS,NONWOVENS INC,PO BOX 921,NORTH CHELMSFORD,MA,01863-0921,MR,BRIAN,DALLMEYER,,BRIAN DALLMEYER,9782518612,,42642601,71382049
H,31491013,TEXTILE BAG & CANVAS MILLS,STEELE & ROWE INC CANVS PRODS,190 CHASE RD,NORTH DARTMOUTH,MA,02747-1004,TOREY A,STEELE,S,M,TOREY A STEELE,5089936413,,41621196,70998725
H,31331035,TEXTILE & FABRIC FINISHING MILLS,AVILA TEXTILES INC,PO BOX 897,NORTH DIGHTON,MA,02764-0881,MR,MANUEL S,AVILA,,MANUEL S AVILA,5088285882,AVILATEXTILESINC.COM,41866832,71128944
H,32222013,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,INTEPLAST GROUP LTD,455 SOMERSET AVE,NORTH DIGHTON,MA,02764-1811,MR,ROBERT,MARSH,,ROBERT MARSH,5088807640,INTEPLAST.COM,41853534,71112243
H,32222013,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,INTERPLAST GROUP LTD ALARM,455 SOMERSET AVE,NORTH DIGHTON,MA,02764-1811,,,,,,5088235014,,41853534,71112243
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FRANCIS TEXTILE CONSERVATION,14 WILLOW NEST LN,NORTH FALMOUTH,MA,02556-2155,KATHLEEN E,FRANCIS,S,F,KATHLEEN E FRANCIS,,,41644859,70608848
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SOCIAL SEWING STUDIO,246 MAIN ST # D,NORTH READING,MA,01864-1371,,,S,,,9788020625,SOCIALSEWING.COM,42589534,71117080
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,BEEHIVE SEWING STUDIO + WRKSPC,271 PLEASANT ST,NORTHAMPTON,MA,01060-3927,THERESA,POE,S,F,THERESA POE,4133458201,BEEHIVESEWING.COM,42316665,72626159
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,PACKAGING CORP OF AMERICA,525 MOUNT TOM RD,NORTHAMPTON,MA,01060-4261,MR,MARK,WILSON,,MARK WILSON,4135846132,PACKAGINGCORP.COM,42291599,72622627
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SEW RITE INC,137 DAMON RD # D,NORTHAMPTON,MA,01060-1819,KI CHUN,PARK,S,M,KI CHUN PARK,,,42338405,72630912
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,COZ GROUP INC,PO BOX 609,NORTHBRIDGE,MA,01534-0609,MR,HENRY,COZ,,HENRY COZ,5082341469,,42155208,71653213
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,OSTERVILLE HOUSE & GARDEN,846 MAIN ST # D,OSTERVILLE,MA,02655-2055,MEGAN,COTE,S,F,MEGAN COTE,5084286911,OSTERVILLEHANDG.COM,41628681,70386032
H,31323004,NONWOVEN FABRIC MILLS,LEGGETT & PLATT INC,PO BOX 719,OXFORD,MA,01540-0719,MR,PAUL,SAVAL,,PAUL SAVAL,5089878706,LEGGETT.COM,42132869,71859634
H,31411002,CARPET & RUG MILLS,THORNDIKE MILLS,PO BOX 968,PALMER,MA,01069-0968,MR,MITCH,GARABEDIAN,,MITCH GARABEDIAN,4132839021,THORNDIKEMILLS.COM,42178886,72318504
H,31491013,TEXTILE BAG & CANVAS MILLS,ALLEN'S AUTO TRIM INC,27 HOWLEY ST,PEABODY,MA,01960-5617,KENNETH D,HOPKINS,S,M,KENNETH D HOPKINS,9785319021,ALLENSAUTOTRIM.COM,42524677,70918357
H,31324005,KNIT FABRIC MILLS,CUSHMAN & MARDEN,PO BOX 3001,PEABODY,MA,01961-3001,SANDRA E,GRAY,S,F,SANDRA E GRAY,9785321670,CUSHMANMARDEN.COM,42540130,70925598
H,31331017,TEXTILE & FABRIC FINISHING MILLS,FINELINES,77 WALNUT ST # 8,PEABODY,MA,01960-5691,MS,KAREN,GILMAN,,KAREN GILMAN,9789777357,FINELINES.COM,42525169,70919807
H,31322001,NARROW FABRIC MILLS & SCHIFFLI MACHINE EMBROIDERY,PEPPERELL BRAIDING CO,22 LOWELL ST,PEPPERELL,MA,01463-1703,,W P,SLIVINSKI,,W P SLIVINSKI,9784332133,PEPPERELL.COM,42668502,71568077
H,31522007,MEN'S & BOY'S CUT & SEW APPAREL MANUFACTURING,PROTECH ARMORED PRODUCTS,1595 EAST ST,PITTSFIELD,MA,01201-3807,MR,JOHN,BIRD,,JOHN BIRD,4134454000,PROTECHARMORED.COM,42455150,73208168
H,32221904,OTHER PAPERBOARD CONTAINER MANUFACTURING,DISCOUNT DISPOSAL,70 MINUTEMAN LN,PLYMOUTH,MA,02360-2105,JERIMAH,RICHMOND,S,M,JERIMAH RICHMOND,5084300002,,41920074,70579414
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,DISPLAY PROS,3 VILLAGE GRN N,PLYMOUTH,MA,02360-8803,RYAN,SCHORTMANN,S,M,RYAN SCHORTMANN,7742029555,,41880161,70599754
H,32222015,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,BLUESKYLAB LLC,550 ADAMS ST # 293,QUINCY,MA,02169-1300,,,S,,,7817490521,WINEHUG.COM,42253734,71027633
H,31491017,TEXTILE BAG & CANVAS MILLS,DIMATTIA SAILS & YACHT SYSTEMS,735 E SQUANTUM ST,QUINCY,MA,02171-1210,RALPH,DI MATTIA,S,M,RALPH DI MATTIA,6173281100,,42297550,71016342
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FOXROCK CO HANCOCK FLAG,1495 HANCOCK ST # 400,QUINCY,MA,02169-5248,,,,,,6174054931,,42248085,71002052
H,31331014,TEXTILE & FABRIC FINISHING MILLS,CHASE SONS INC,19 HIGHLAND AVE,RANDOLPH,MA,02368-4540,MS,SARAH,CHASE,,SARAH CHASE,7819632600,,42164283,71047454
H,32221905,OTHER PAPERBOARD CONTAINER MANUFACTURING,MARSHALL PAPER TUBE CO,PO BOX 304,RANDOLPH,MA,02368-0304,MR,PAUL,MAMANE,,PAUL MAMANE,7819636666,MARSHALLPAPERTUBE.COM,42155372,71145484
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,UNLIMITED TEXTILE INC,41 HIGHLAND ST # 1,REVERE,MA,02151-5115,SAID,MOUTTAKI,S,M,SAID MOUTTAKI,,,42407539,70999794
H,31491013,TEXTILE BAG & CANVAS MILLS,CAROL'S CANVAS CO,273 WEYMOUTH ST # A,ROCKLAND,MA,02370-1143,CAROL A,WHITNEY,S,F,CAROL A WHITNEY,7818718288,,42161716,70910156
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,CRAIG TEXTILES,83 E WATER ST # 1,ROCKLAND,MA,02370-1834,,,S,,,7814213331,,42128063,70911567
H,31519006,OTHER APPAREL KNITTING MILLS,J W RITCHIE UNDERWEAR,194 PLEASANT ST,ROCKLAND,MA,02370-1229,SCOTT,SIEGAL,S,M,SCOTT SIEGAL,7818780176,JWRITCHIE.COM,42146488,70914627
H,31331035,TEXTILE & FABRIC FINISHING MILLS,PARKER BROWN TEXTILES,67 BROADWAY,ROCKPORT,MA,01966-1525,,,,,,9783098467,,42654949,70622337
H,31491013,TEXTILE BAG & CANVAS MILLS,HARRY MILLER CO,PO BOX 191480,ROXBURY,MA,02119-0028,MS,SYDNEY L,MILLER,,SYDNEY L MILLER,6174272300,HARRYMILLER.COM,42331569,71075424
H,31491017,TEXTILE BAG & CANVAS MILLS,DOYLE SAIL MAKER,96 SWAMPSCOTT RD # 8,SALEM,MA,01970-7004,MS,JANET,DOYLE,,JANET DOYLE,9787405950,,42493858,70922454
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,MILES RIVER SEWING,53 MASON ST # 105,SALEM,MA,01970-2264,JULIE M,WEINSTEIN,S,F,JULIE M WEINSTEIN,9785948810,,42523456,70904899
H,31491017,TEXTILE BAG & CANVAS MILLS,NORTH SAILS NORTHEAST,23 GLENDALE ST,SALEM,MA,01970-5491,BRAD,WHITE,S,M,BRAD WHITE,9787451400,NORTHSAILSDIRECT.COM,42509441,70887924
H,31491017,TEXTILE BAG & CANVAS MILLS,SAIL SYSTEMS INC,7 FRANKLIN ST # 4,SALEM,MA,01970-2550,HAYDEN,BROWN,S,M,HAYDEN BROWN,9787450440,,42526168,70899612
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,BISGROVE DESIGNS,8 MAIN ST,SALISBURY,MA,01952-1201,MR,MARK,BISGROVE,,MARK BISGROVE,9784626746,BISGROVE.COM,42874740,70874107
H,32221905,OTHER PAPERBOARD CONTAINER MANUFACTURING,MAINE FIBER CO,16 MAIN ST,SALISBURY,MA,01952-1201,,,,,,9782551871,,42873634,70875381
H,31524012,WOMEN'S GIRLS' & INFANTS' CUT & SEW APPAREL MFG,OLD TIME SPORTS INC,10 FANARAS DR,SALISBURY,MA,01952-1443,MR,ROBERT,MAGNUSON,,ROBERT MAGNUSON,9784991844,OLD-TIME-HOCKEY.MYSHOPIFY.COM,42856533,70887611
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FLOWER & PLANT SHOPPE,409 LYNN FELLS PKWY,SAUGUS,MA,01906-3130,,,S,,,7812335691,FLOWERSHOPPES.COM,42479106,71026252
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,I STERN & CO,36 S MAIN ST # 1,SHARON,MA,02067-1936,,,,,,7817840670,ISTERNPLASTICS.COM,42122310,71179313
H,31491009,TEXTILE BAG & CANVAS MILLS,GERRY COSBY & CO INC,PO BOX 609,SHEFFIELD,MA,01257-0609,,,S,,,4132296600,COSBYSPORTS.COM,42109615,73353813
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,PLASKOLITE LLC,119 SALISBURY RD,SHEFFIELD,MA,01257-9706,MR,JIM,BOEHM,,JIM BOEHM,4132298711,COVESTRO.COM,42103897,73362167
H,31321008,BROADWOVEN FABRIC MILLS,CAMBRIDGE CURTAIN,PO BOX 45033,SOMERVILLE,MA,02145-0001,MS,AIDA,ANDRADE,,AIDA ANDRADE,6173873510,,42407253,71056129
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FLAGRAPHICS CO INC,PO BOX 108,SOMERVILLE,MA,02143-0002,MR,TONY,LAFUENTE,,TONY LAFUENTE,6177767549,,42381896,71089439
H,31411002,CARPET & RUG MILLS,J & J INVISION,44 ELM ST,SOMERVILLE,MA,02143-2273,MR,DAVID,JOLLY,,DAVID JOLLY,7065292100,,42387325,71115280
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,290 INDUSTRIAL STITCHING INC,49 MAIN ST,SOUTH BARRE,MA,01074-7728,CHONG,HER,S,M,CHONG HER,9783550271,MATTSEWING.COM,42387035,72098266
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,MATTHEWS SEWING,49 MAIN ST,SOUTH BARRE,MA,01074-7728,,,S,,,9783550271,MATTSEWING.COM,42387035,72098266
H,31491013,TEXTILE BAG & CANVAS MILLS,DOYLE BUZZARDS BAY SAILMAKERS,278 ELM ST,SOUTH DARTMOUTH,MA,02748-3420,BILL,RIBAR,S,M,BILL RIBAR,5089926322,DOYLESALES.COM,41586643,70943763
H,31324005,KNIT FABRIC MILLS,KNOTTY KNIT,286 ELM ST,SOUTH DARTMOUTH,MA,02748-3420,REBECCA,ROTH,S,F,REBECCA ROTH,7742027422,,41586948,70944129
H,31331035,TEXTILE & FABRIC FINISHING MILLS,SATKIN MILLS INC,4 WHITE ALDER WAY,SOUTH DARTMOUTH,MA,02748-1429,,,,,,5089991228,,41653556,70922431
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,COVESTRO LLC,8 FAIRVIEW WAY,SOUTH DEERFIELD,MA,01373-9674,MR,SEAN,GOUSE,,SEAN GOUSE,4136657016,COVESTRO.COM,42463825,72604568
H,32221904,OTHER PAPERBOARD CONTAINER MANUFACTURING,S & J EXCO INC,200 GREAT WESTERN RD # 1,SOUTH DENNIS,MA,02660-3733,MR,JOHN,SHEA,,JOHN SHEA,5083984000,SJEXCO.COM,41690540,70138099
H,31331035,TEXTILE & FABRIC FINISHING MILLS,ASSOCIATED TEXTILE CO,24 NORFOLK AVE # E,SOUTH EASTON,MA,02375-1914,,,,,,5082307900,,42048507,71075935
H,32222002,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,COVERIS ADVANCED COATINGS,28 GAYLORD ST,SOUTH HADLEY,MA,01075-2838,MR,GREG,WILLIAMS,,GREG WILLIAMS,4135367800,EXOPACKADVANCEDCOATINGS.COM,42219760,72595375
H,32221907,OTHER PAPERBOARD CONTAINER MANUFACTURING,K & K THERMOFORMING,380 ELM ST,SOUTHBRIDGE,MA,01550-3028,MR,KEN,RICHARDS,,KEN RICHARDS,5087647700,K-KTHERMOFORMING.COM,42065639,72037826
H,32222015,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,L & P PAPER INC,PO BOX 96,SOUTHBRIDGE,MA,01550-0096,MR,MARTIN R,GUBB,,MARTIN R GUBB,5082482041,,42112537,72010894
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,STITCH IN TIME TEXTILES,64 MILL ST # 104,SOUTHBRIDGE,MA,01550-1178,,,S,,,7744028530,,42082588,72043670
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,AGNOLI SIGN CO INC,PO BOX 1055,SPRINGFIELD,MA,01101-1055,MR,DON,AGNOLI,,DON AGNOLI,4137325111,AGNOLISIGN.COM,42110195,72585632
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ASSOCIATED ADVERTISING CORP,1221 SUMNER AVE,SPRINGFIELD,MA,01118-2160,JEFFREY T,BARBEAU,S,M,JEFFREY T BARBEAU,4137362605,AWARDSCOMPANY.COM,42090759,72532638
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ATHLETIC EMBLEM & LETTERING CO,189 TAYLOR ST,SPRINGFIELD,MA,01105-1747,MR,JOHN,SCRIBNER,,JOHN SCRIBNER,4137338151,,42108020,72588645
H,31321006,BROADWOVEN FABRIC MILLS,DALE COTTON SALES,143 MAIN ST,SPRINGFIELD,MA,01105-2405,,,,,,4133016402,,42088520,72578132
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FLAG FABLES INC,113 VERMONT ST,SPRINGFIELD,MA,01108-8149,WENDY,DIAMOND,S,F,WENDY DIAMOND,4137470525,FLAGFABLES.COM,42088417,72551223
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,MAMMA SASS STITCHES,54 KANE ST,SPRINGFIELD,MA,01119-2624,DANIELLE,MCCAULEY,S,F,DANIELLE MCCAULEY,,,42117649,72500228
H,31331035,TEXTILE & FABRIC FINISHING MILLS,VILMAS TEXTILES,434 BELMONT AVE,SPRINGFIELD,MA,01108-1711,MS,VILMA,HERNANDEZ,,VILMA HERNANDEZ,4133424434,VILMATEXTILES.JIMDOFREE.COM,42086784,72562065
H,32222013,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,NORTHEAST POLY BAG,2 NORTHEAST BLVD,STERLING,MA,01564-2338,MR,LADD,LAVALLEE,,LADD LAVALLEE,9784223371,,42452522,71739875
H,32221905,OTHER PAPERBOARD CONTAINER MANUFACTURING,OFS FITEL LLC,50 HALL RD,STURBRIDGE,MA,01566-1299,,DURGESH,VAIDYA,,DURGESH VAIDYA,5083472261,OFSOPTICS.COM,42110889,72067741
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,ENTEC POLYMERS,166 STONE SCHOOL RD,SUTTON,MA,01590-3725,KEN,PEN,S,M,KEN PEN,5088652001,ENTECPOLYMERS.COM,42148796,71715713
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FLAG & GIFT STORE,28 LANCELOT TER,SWANSEA,MA,02777-3711,,,,,,5086756400,,41753772,71176437
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FLAGS PLUS,2555 GAR HWY,SWANSEA,MA,02777-3340,,,,,,5083796044,,41774501,71270935
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,AVILA TEXTILE INC,437 WHITTENTON ST,TAUNTON,MA,02780-7513,MANUEL,AVILA,S,M,MANUEL AVILA,5088285882,AVILATEXTILES.COM,41925186,71104492
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,HARPAK-ULMA PACKAGING LLC,175 JOHN QUINCY ADAMS RD,TAUNTON,MA,02780-1035,MR,KEVIN,ROACH,,KEVIN ROACH,5082388884,HARPAK-ULMA.COM,41947162,71132324
H,31323002,NONWOVEN FABRIC MILLS,DELAWARE VALLEY CORP,600 WOBURN ST,TEWKSBURY,MA,01876-3441,MR,TIM,CURTIS,,TIM CURTIS,9784596932,DVC500.COM,42608734,71283264
H,32521104,PLASTICS MATERIAL & RESIN MANUFACTURING,NEXEO PLASTICS,400 MAIN ST,TEWKSBURY,MA,01876-2538,MR,TOM,KONOP,,TOM KONOP,9788510470,NEXEOSOLUTIONS.COM,42622638,71257217
H,31491013,TEXTILE BAG & CANVAS MILLS,READY AWNING,98 N BILLERICA RD,TEWKSBURY,MA,01876-3510,FRED,READY,S,M,FRED READY,9788513963,READYAWNING.WORDPRESS.COM,42616737,71278678
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SEW CRAFTY,170 MAIN ST # G09,TEWKSBURY,MA,01876-1764,,,S,,,9784553873,,42626129,71267417
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SEW TOGETHER,2297 MAIN ST,TEWKSBURY,MA,01876-3167,,,S,,,9782030291,SEW-TOGETHER.COM,42580471,71195053
H,31311008,FIBER YARN & THREAD MILLS,SWEAT SHOP,PO BOX 824,VINEYARD HAVEN,MA,02568-0824,RICHARD,MELLO,S,M,RICHARD MELLO,5086939592,MVSCREENPRINT.COM,41426208,70576980
H,31524002,WOMEN'S GIRLS' & INFANTS' CUT & SEW APPAREL MFG,FLORENCE'S FASHIONS INC,68 ALBION ST,WAKEFIELD,MA,01880-2803,BARBARA,MIRLOCCA,S,F,BARBARA MIRLOCCA,7812451385,,42502632,71072990
H,31411002,CARPET & RUG MILLS,MOHAWK INDUSTRIES INC,15 WALPOLE PARK S # 8,WALPOLE,MA,02081-2561,,,,,,5086608935,MOHAWKIND.COM,42114982,71243309
H,32229101,SANITARY PAPER PRODUCT MANUFACTURING,G & G MEDICAL,6 E MAIN ST,WARE,MA,01082-1355,,,,,,4139676201,,42259254,72236671
H,31524023,WOMEN'S GIRLS' & INFANTS' CUT & SEW APPAREL MFG,WILTON CHILDRENS STORE,PO BOX 329,WARE,MA,01082-0329,ROBERT,MC LEAN,S,M,ROBERT MC LEAN,4139675811,WILTONKIDS.COM,42259071,72239196
H,31331020,TEXTILE & FABRIC FINISHING MILLS,AARON INT ENT INC AFRICAN,23 ELM ST,WATERTOWN,MA,02472-2878,MR,RAJ,MALRANI,,RAJ MALRANI,6177831500,AARONINTERNATIONAL.COM,42363445,71155418
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,AARON INTERNATIONAL,23 ELM ST # 2,WATERTOWN,MA,02472-2878,EKTA,MALRANI,S,F,EKTA MALRANI,6177440055,AARONINTERNATIONAL.COM,42363445,71155418
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,NEW ENGLAND FLAG & BANNER,PO BOX 306,WATERTOWN,MA,02471-0306,MR,NED,FLYNN,,NED FLYNN,6177821892,NEWENGLANDFLAGANDBANNER.COM,42476951,71119377
H,31331020,TEXTILE & FABRIC FINISHING MILLS,JM FABRIC SALES INC,32 SYCAMORE RD,WAYLAND,MA,01778-4014,MS,JULIE,MANNING,,JULIE MANNING,5086533108,JMFABRICSALES.COM,42332290,71375106
H,31411002,CARPET & RUG MILLS,ROCKDALE RUG & BRAID MALL INC,36 SKYVIEW LN,WEBSTER,MA,01570-3239,MS,CYNTHIA S,JOHNSON,,CYNTHIA S JOHNSON,,,42047935,71827293
H,31519008,OTHER APPAREL KNITTING MILLS,SEA HAVEN TOWELS,25 BARNHILL RD,WEST BARNSTABLE,MA,02668-1307,CHRIS,HAVEN,S,M,CHRIS HAVEN,5083628784,WW12.SEAHAVENTOWELS.COM,41708175,70395828
H,32223003,STATIONERY PRODUCT MANUFACTURING,NEW ENGLAND ENVELOPE,99 HARTWELL ST,WEST BOYLSTON,MA,01583-2474,,,S,,,6466526512,NEECO.COM,42337135,71777076
