,RTN,date_sampled_well,sample_id_x,lab_x,Matrix_x,lat_x,lon_x,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,elevation_well,MUSYM_well,BROCKDEPMI_well,WTDEPANNMI_well,FLODFREQDC_well,FLODFREQMA_well,PONDFREQPR_well,DRCLASSDCD_well,DRCLASSWET_well,HYDGRPDCD_well,SLOPE_well,SLOPEGRADD_well,SLOPEGRADW_well,map_unit_groups_well,slope_phase_well,primary_series_well,secondary_series_well,tertiary_series_well,primary_texture_well,secondary_texture_well,tertiary_texture_well,extra_desc_well,slope_aspect_well,level_0_DS,index_DS,report,lab_y,sample_id_y,Matrix_y,date_sampled_ds,lat_y,lon_y,NEtFOSAA_DS,PFBS_DS,PFDA_DS,PFDoA_DS,PFHpA_DS,PFHxA_DS,PFHxS_DS,PFNA_DS,PFOA_DS,PFOS_DS,PFTA_DS,PFTrDA_DS,PFUnA_DS,elevation_ds,MUSYM_ds,BROCKDEPMI_ds,WTDEPANNMI_ds,FLODFREQDC_ds,FLODFREQMA_ds,PONDFREQPR_ds,DRCLASSDCD_ds,DRCLASSWET_ds,HYDGRPDCD_ds,SLOPE_ds,SLOPEGRADD_ds,SLOPEGRADW_ds,map_unit_groups_ds,slope_phase_ds,primary_series_ds,secondary_series_ds,tertiary_series_ds,primary_texture_ds,secondary_texture_ds,tertiary_texture_ds,extra_desc_ds,slope_aspect_ds,elevation_ds_to_well,Notif_Date,days_since_release,distance_ds_to_well,bearing_ds_to_well
107,2-0021075,2019-11-19 00:00:00,4 CRESCENT,SGS,DW - Drinking Water,42.43716635,-71.5066667880291,0.915,9.2,1.0,2.0,30.4,62.4,22.1,2.36,37.5,11.4,0.355,0.355,2.0,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,153.43495178222656,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,49.0,1.4112406752250871e-06,244.98607344716046
108,2-0021075,2019-11-19 00:00:00,7 PACKARD RD,SGS,DW - Drinking Water,42.43743265000001,-71.51153786970136,0.915,0.0887543383046322,1.0,2.0,6.5,18.7,4.22,0.0151384318636716,5.45,4.52,0.355,0.355,2.0,72,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,13,2019-10-01 00:00:00,49.0,3.59461902221891e-05,268.44175500374587
109,2-0021075,2019-11-20 00:00:00,18 CENTER ST,SGS,DW - Drinking Water,42.4355315,-71.50738857205755,0.915,4.1,0.85,1.7,8.82,12.9,2.15,1.17255264830892,11.4,5.51,0.355,0.355,1.7,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,180.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,50.0,7.491113953598436e-06,213.96243189320316
110,2-0021075,2019-11-20 00:00:00,3 CENTER ST,SGS,DW - Drinking Water,42.43614395,-71.5082450265869,0.915,46.2,0.85,1.7,23.1,84.0,174.0,0.120709076361016,16.1,28.0,0.355,0.355,1.7,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,180.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,50.0,9.283730836611426e-06,234.74771172372533
111,2-0021075,2019-11-20 00:00:00,356 GREAT RD,SGS,DW - Drinking Water,42.43618655,-71.50407685938178,0.915,33.0,0.9,1.8,25.4,79.1,136.0,0.0022826552923217,14.6,33.8,0.355,0.355,1.8,70,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,15,2019-10-01 00:00:00,50.0,4.018825550250603e-06,141.61734647336118
112,2-0021075,2019-11-20 00:00:00,358 GREAT RD,SGS,DW - Drinking Water,42.4362758,-71.5042602503994,0.915,44.5,0.85,1.7,23.1,82.3,172.0,0.97548333643861,16.0,28.1,0.355,0.355,1.7,70,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,210.9637451171875,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,15,2019-10-01 00:00:00,50.0,3.27852342873949e-06,143.44382060806313
113,2-0021075,2019-11-20 00:00:00,388 GREAT RD,SGS,DW - Drinking Water,42.43663045148022,-71.50681009292647,0.915,8.27,0.85,1.7,10.0,19.5,3.76,0.815544371374205,12.8,3.46,0.355,0.355,1.7,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,50.0,2.4554615577008196e-06,225.37125115583856
114,2-0021075,2019-11-20 00:00:00,453 GREAT RD,SGS,DW - Drinking Water,42.4371821,-71.51322568041067,0.915,0.715644476795183,0.85,1.65,0.540689601101763,0.659368857254981,0.626529215551908,0.576001339449089,1.24461053972943,1.32936865965584,0.355,0.355,1.65,73,305B,,61.0,None,None,0-14%,Well drained,Well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,nan,90.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,12,2019-10-01 00:00:00,50.0,5.9152551088665945e-05,266.25812509083323
115,2-0021075,2019-11-20 00:00:00,5 CENTER ST,SGS,DW - Drinking Water,42.43600245,-71.50878655427982,0.915,2.14,0.85,1.7,5.22,10.8,1.88,1.41829052752096,6.59,3.42,0.355,0.355,1.7,71,253C,,,None,None,0-14%,Excessively drained,Excessively drained,A,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,8 to 15 percent slopes,hinckley,nan,nan,loamy sand,nan,nan,nan,161.56504821777344,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,14,2019-10-01 00:00:00,50.0,1.2921639744471401e-05,237.06159187855306
116,2-0021075,2019-11-21 00:00:00,10 CENTER PL,SGS,DW - Drinking Water,42.4358975,-71.50743296785544,0.915,3.8,1.0,2.0,6.0,11.2,2.37,0.0171603423406965,8.17,3.43,0.355,0.355,2.0,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,161.56504821777344,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,51.0,6.311014121487355e-06,220.10539139695243
117,2-0021075,2019-11-21 00:00:00,15 CENTER PL,SGS,DW - Drinking Water,42.43565785,-71.50783423702907,0.915,6.48,0.95,1.9,5.0,15.4,23.4,1.15826693564753,6.57,10.0,0.355,0.355,1.9,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,116.56504821777344,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,51.0,8.839333219753137e-06,221.73311267914005
118,2-0021075,2019-11-21 00:00:00,19 CENTER PL,SGS,DW - Drinking Water,42.43538525,-71.50779662272404,0.915,5.93,0.95,1.85,13.7,23.3,1.91,2.23,18.9,18.1,0.355,0.355,1.85,61,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,161.56504821777344,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,24,2019-10-01 00:00:00,51.0,9.776052421306055e-06,217.48954369935566
119,2-0021075,2019-11-21 00:00:00,2 BOX HILL RD,SGS,DW - Drinking Water,42.43441825,-71.5051275873953,0.915,4.79,1.0,2.0,8.42,13.2,7.25,0.0182190732608408,14.2,5.85,0.355,0.355,2.0,67,253B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,hinckley,nan,nan,loamy sand,nan,nan,nan,315.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,18,2019-10-01 00:00:00,51.0,1.0000636687837629e-05,174.40662683386748
120,2-0021075,2019-11-21 00:00:00,360 GREAT RD,SGS,DW - Drinking Water,42.4363486,-71.50457073334042,0.915,48.9,0.95,1.85,18.6,85.1,175.0,1.24337580171652,19.3,23.0,0.355,0.355,1.85,70,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,210.9637451171875,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,15,2019-10-01 00:00:00,51.0,2.3973452045561025e-06,149.20266258540516
121,2-0021075,2019-11-21 00:00:00,368 GREAT RD,SGS,DW - Drinking Water,42.43671659090909,-71.505886,0.915,27.7,0.95,1.85,12.8,56.7,98.7,0.879286092470064,15.1,23.1,0.355,0.355,1.85,70,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,153.43495178222656,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,15,2019-10-01 00:00:00,51.0,8.170917632260236e-07,196.80953050518664
122,2-0021075,2019-11-21 00:00:00,394 GREAT RD,SGS,DW - Drinking Water,42.436648,-71.507273,0.915,3.14,0.95,1.85,4.72,8.82,2.11,0.822123880782865,8.2,2.4,0.355,0.355,1.85,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,51.0,3.810236494445655e-06,234.65751917249924
123,2-0021075,2019-11-21 00:00:00,398 GREAT RD,SGS,DW - Drinking Water,42.43651,-71.5079051766412,0.915,3.27,0.95,1.85,6.81,12.1,1.96,0.76909866064564,9.85,5.79,0.355,0.355,1.85,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,51.0,6.665364027895143e-06,239.09988898575494
124,2-0021075,2019-11-21 00:00:00,441 GREAT RD,SGS,DW - Drinking Water,42.436786,-71.51209,0.915,1.12699322697768,0.95,1.85,1.31283048539547,0.0401595728260676,0.578978400103846,0.719847592966121,2.55,2.66,0.355,0.355,1.85,72,305B,,61.0,None,None,0-14%,Well drained,Well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,nan,225.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,13,2019-10-01 00:00:00,51.0,4.34443097121464e-05,260.97983654594634
125,2-0021075,2019-11-21 00:00:00,441 GREAT RD S,SGS,DW - Drinking Water,42.43717235,-71.51197169049314,0.915,1.96,0.95,1.85,0.257071530534756,0.488733917453193,0.0032118690842667,0.173157152517846,4.9,4.3,0.355,0.355,1.85,72,305B,,61.0,None,None,0-14%,Well drained,Well drained,C,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in dense glacial till,3 to 8 percent slopes,paxton,nan,nan,fine sandy loam,nan,nan,nan,270.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,13,2019-10-01 00:00:00,51.0,4.14657857486246e-05,265.4129398203108
126,2-0021075,2019-11-21 00:00:00,7 CENTER PL,SGS,DW - Drinking Water,42.43615705,-71.50774117970036,0.915,11.0,1.0,2.0,10.1,27.4,30.3,0.0176856604472256,10.1,5.62,0.355,0.355,2.0,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,180.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,51.0,6.77859865932329e-06,229.27926030671014
127,2-0021075,2019-11-21 00:00:00,72 BOXBORO RD,SGS,DW - Drinking Water,42.4440139,-71.50621075492936,0.915,3.87,0.95,1.85,5.77,17.1,5.12,1.00770165678437,12.1,8.02,0.355,0.355,1.85,74,71B,,8.0,None,None,0-14%,Poorly drained,Poorly drained,C,B,2.0,2.0,"Water, poorly, and very poorly drained soils",3 to 8 percent slopes,ridgebury,nan,nan,fine sandy loam,nan,nan,stony,153.43495178222656,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,51.0,4.218643086288793e-05,355.6421847649769
128,2-0021075,2019-12-04 00:00:00,6-8 CENTER PL,SGS,DW - Drinking Water,42.4361575,-71.50738775688615,0.915,4.08,0.95,1.85,8.19,17.9,4.85,0.0096599220086911,8.47,2.98,0.355,0.355,1.85,74,622C,,61.0,None,None,0-14%,,Well drained,,C,9.0,9.0,"Miscellaneous land types, urban land, and soils above series levels",3 to 15 percent slopes,paxton,nan,nan,nan,nan,nan,nan,161.56504821777344,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,64.0,5.348876826696389e-06,224.28156901150572
129,2-0021075,2019-12-04 00:00:00,84 BOXBORO RD,SGS,DW - Drinking Water,42.4438893,-71.50850612837687,0.915,1.95,0.95,1.85,0.0378648801870499,0.557614677914437,4.78,0.0115412140204034,0.162600143196615,2.99,0.355,0.355,1.85,74,73B,,0.0,None,None,75-100%,Very poorly drained,Very poorly drained,D,B,3.0,3.0,"Water, poorly, and very poorly drained soils",0 to 5 percent slopes,whitman,nan,nan,fine sandy loam,nan,nan,stony,0.0,4,0,2-0021075 - Stow - fmr fire station 16 Crescent GW 2-18-2020.pdf,SGS,other,AQ - Water,2020-02-18 00:00:00,42.43755315,-71.50554356657487,0.915,12.5,3.915,1,21.95,30.65,161.35,10.05,30.15,109.35,0.355,0.355,1.015,85,626B,,,None,None,0-14%,,Somewhat excessively drained,,B,4.0,4.0,"Miscellaneous land types, urban land, and soils above series levels",0 to 8 percent slopes,merrimac,nan,nan,nan,nan,nan,nan,180.0,11,2019-10-01 00:00:00,64.0,4.8923569253165966e-05,340.9639187650999
130,3-0036649,2021-01-11 10:45:00,MW-3,Alpha,Water,42.6285457,-71.37739947558418,0.258,0.910260330146123,0.91,0.91,1.11955028768147,1.26566959999957,0.515005489015376,0.714286070693323,5.19,3.44,0.19875,0.2335,0.91,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,31.0,0.0,0.0
131,3-0036649,2021-01-11 12:40:00,MW-2,Alpha,Water,42.6285457,-71.37739947558418,0.258,3.08,0.93,0.93,11.8,14.4,27.5,2.98,26.2,19.3,0.19875,0.2335,0.93,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,31.0,0.0,0.0
132,3-0036649,2021-01-11 15:20:00,MW-1,Alpha,Water,42.6285457,-71.37739947558418,0.258,2.85,0.915,0.915,15.0,13.6,11.6,19.5,55.6,555.0,0.19875,0.2335,0.915,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,31.0,0.0,0.0
133,3-0036649,2020-10-07 10:30:00,MW-1,Alpha,Water,42.6285457,-71.37739947558418,0.258,2.86,0.274,0.2755,11.7,10.6,11.8,4.25,21.5,75.8,0.19875,0.2335,0.347,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,-65.0,0.0,0.0
