,folder,report,RTN,type,address,lab,error,results_pages,extracted
1163,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0080_2 Contest_Final 03 08 21 1226.pdf,2-0021072,receptor,"5 Prospect EFF, 5 Prospect, Princeton, MA",con-test,,7,True
1164,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21A1146_2 Contest_Final 02 23 21 1634.pdf,2-0021072,receptor,"70 Merriam, 70 Merriam, Princeton, MA",con-test,,5,True
1165,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0013_2 Contest_Final 03 08 21 1315.pdf,2-0021072,receptor,"15 Hubbardston INF, 15 Hubbardston, Princeton, MA",con-test,,5,True
1166,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0013_2 Contest_Final 03 08 21 1315.pdf,2-0021072,receptor,"15 Hubbardston MID, 15 Hubbardston, Princeton, MA",con-test,,6,True
1167,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0013_2 Contest_Final 03 08 21 1315.pdf,2-0021072,receptor,"15 Hubbardston Eff, 15 Hubbardston, Princeton, MA",con-test,,7,True
1168,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21A1148_2 Contest_Final 02 23 21 1333.pdf,2-0021072,receptor,"46 Hubbardston, 46 Hubbardston, Princeton, MA",con-test,,5,True
1169,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0081_2 Contest_Final 02 26 21 1317.pdf,2-0021072,receptor,"15 Gregory Hill INF, 15 Gregory Hill, Princeton, MA",con-test,,5,True
1170,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0081_2 Contest_Final 02 26 21 1317.pdf,2-0021072,receptor,"15 Gregory Hill MID, 15 Gregory Hill, Princeton, MA",con-test,,6,True
1171,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0081_2 Contest_Final 02 26 21 1317.pdf,2-0021072,receptor,"15 Gregory Hill EFF, 15 Gregory Hill, Princeton, MA",con-test,,7,True
1172,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0079_2 Contest_Final 03 01 21 1323.pdf,2-0021072,receptor,"64 Mountain INF, 64 Mountain, Princeton, MA",con-test,,5,True
1173,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0079_2 Contest_Final 03 01 21 1323.pdf,2-0021072,receptor,"64 Mountain MID, 64 Mountain, Princeton, MA",con-test,,6,True
1174,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0079_2 Contest_Final 03 01 21 1323.pdf,2-0021072,receptor,"64 Mountain EFF, 64 Mountain, Princeton, MA",con-test,,7,True
1175,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1369_2 Contest_Final 04 08 21 1427.pdf,2-0021072,receptor,"39 Hubbardston Inf, 39 Hubbardston",con-test,,5,True
1176,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1369_2 Contest_Final 04 08 21 1427.pdf,2-0021072,receptor,"39 Hubbardston Mid, 39 Hubbardston",con-test,,6,True
1177,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1369_2 Contest_Final 04 08 21 1427.pdf,2-0021072,receptor,"39 Hubbardston Eff, 39 Hubbardston",con-test,,7,True
1178,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C0363_2 Contest_Final 03 29 21 1522.pdf,2-0021072,receptor,"26 Prospect, 26 Prospect St, Princeton, MA",con-test,,5,True
1179,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0086_2 Contest_Final 02 26 21 1318.pdf,2-0021072,receptor,"29 Mountain INF, 29 Mountain, Princeton, MA",con-test,,5,True
1180,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0086_2 Contest_Final 02 26 21 1318.pdf,2-0021072,receptor,"29 Mountain MID, 29 Mountain, Princeton, MA",con-test,,6,True
1181,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0086_2 Contest_Final 02 26 21 1318.pdf,2-0021072,receptor,"29 Mountain EFF, 29 Mountain, Princeton, MA",con-test,,7,True
1182,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0086_2 Contest_Final 02 26 21 1318.pdf,2-0021072,receptor,"29 Mountain FB, 29 Mountain, Princeton, MA",con-test,,8,True
1183,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0086_2 Contest_Final 02 26 21 1318.pdf,2-0021072,receptor,"TB-01292021, 29 Mountain, Princeton, MA",con-test,,9,True
1184,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0652_2 Contest_Final 03 18 21 1219.pdf,2-0021072,receptor,"54 Mountain Inf, 54 Mountain, Princeton, MA",con-test,,5,True
1185,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0652_2 Contest_Final 03 18 21 1219.pdf,2-0021072,receptor,"54 Mountain Mid, 54 Mountain, Princeton, MA",con-test,,6,True
1186,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0652_2 Contest_Final 03 18 21 1219.pdf,2-0021072,receptor,"54 Mountain Eff, 54 Mountain, Princeton, MA",con-test,,7,True
1187,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0652_2 Contest_Final 03 18 21 1219.pdf,2-0021072,receptor,"TB-02152021, 54 Mountain, Princeton, MA",con-test,,8,True
1188,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0652_2 Contest_Final 03 18 21 1219.pdf,2-0021072,receptor,"54 Mountain FB, 54 Mountain, Princeton, MA",con-test,,9,True
1189,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,7,True
1190,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,8,True
1191,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,27,True
1192,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,28,True
1193,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,48,True
1194,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,49,True
1195,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,70,True
1196,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,71,True
1197,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,72,True
1198,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,112,True
1199,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,113,True
1200,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,114,True
1201,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,146,True
1202,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,147,True
1203,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,179,True
1204,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,Town Hall Well Data - Whitewater.pdf,2-0021072,receptor,,alpha,,180,True
1205,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0651_2 Contest_Final 03 18 21 1218.pdf,2-0021072,receptor,"10 Mountain Eff, 10 Mountain, Princeton, MA",con-test,,5,True
1206,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,receptor,"21 Mountain INF, 21 Mountain, Princeton, MA",con-test,,5,True
1207,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,receptor,"21 Mountain MID, 21 Mountain, Princeton, MA",con-test,,6,True
1208,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0321_2 Contest_Final 03 09 21 1456.pdf,2-0021072,receptor,"21 Mountain EFF, 21 Mountain, Princeton, MA",con-test,,7,True
1209,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C0364_2 Contest_Final 03 29 21 1523.pdf,2-0021072,receptor,"48 Hubbardston, 48 Hubbardston, Princeton, MA",con-test,,5,True
1210,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C0364_2 Contest_Final 03 29 21 1523.pdf,2-0021072,receptor,"48 Hubbardston-FB, 48 Hubbardston, Princeton, MA",con-test,,6,True
1211,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C0364_2 Contest_Final 03 29 21 1523.pdf,2-0021072,receptor,"TB-03032021, 48 Hubbardston, Princeton, MA",con-test,,7,True
1212,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0147_2 Contest_Final 03 01 21 1305.pdf,2-0021072,receptor,"15 Worcester, 15 Worcester",con-test,,5,True
1213,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0314_2 Contest_Final 03 11 21 1507.pdf,2-0021072,receptor,"43 Hubbardston INF, 43 Hubbardston, Princeton, MA",con-test,,5,True
1214,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0314_2 Contest_Final 03 11 21 1507.pdf,2-0021072,receptor,"43 Hubbardston MID, 43 Hubbardston, Princeton, MA",con-test,,6,True
1215,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0314_2 Contest_Final 03 11 21 1507.pdf,2-0021072,receptor,"43 Hubbardston EFF, 43 Hubbardston, Princeton, MA",con-test,,7,True
1216,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0318_2 Contest_Final 03 22 21 0550.pdf,2-0021072,receptor,"58 Mountain INF, 58 Mountain, Princeton, MA",con-test,,5,True
1217,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0318_2 Contest_Final 03 22 21 0550.pdf,2-0021072,receptor,"58 Mountain MID, 58 Mountain, Princeton, MA",con-test,,6,True
1218,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0318_2 Contest_Final 03 22 21 0550.pdf,2-0021072,receptor,"58 Mountain EFF, 58 Mountain, Princeton, MA",con-test,,7,True
1219,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0997_2 Contest_Final 03 29 21 1522.pdf,2-0021072,receptor,"7 Boylston Inf, 7 Boylston, Princeton, MA",con-test,,5,True
1220,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0997_2 Contest_Final 03 29 21 1522.pdf,2-0021072,receptor,"7 Boylston Mid, 7 Boylston, Princeton, MA",con-test,,6,True
1221,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0997_2 Contest_Final 03 29 21 1522.pdf,2-0021072,receptor,"7 Boylston Eff, 7 Boylston, Princeton, MA",con-test,,7,True
1222,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0997_2 Contest_Final 03 29 21 1522.pdf,2-0021072,receptor,"7 Boylston FB, 7 Boylston, Princeton, MA",con-test,,8,True
1223,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0997_2 Contest_Final 03 29 21 1522.pdf,2-0021072,receptor,"TB-022221, 7 Boylston, Princeton, MA",con-test,,9,True
1224,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0995_2 Contest_Final 03 23 21 1432.pdf,2-0021072,receptor,"30 Mountain Inf, 30 Mountain, Princeton, MA",con-test,,5,True
1225,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0995_2 Contest_Final 03 23 21 1432.pdf,2-0021072,receptor,"30 Mountain Mid, 30 Mountain, Princeton, MA",con-test,,6,True
1226,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0995_2 Contest_Final 03 23 21 1432.pdf,2-0021072,receptor,"30 Mountain Eff, 30 Mountain, Princeton, MA",con-test,,7,True
1227,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0322_2 Contest_Final 03 22 21 0605.pdf,2-0021072,receptor,"6 Mountain INF, 6 Mountain, Princeton, MA",con-test,,5,True
1228,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0322_2 Contest_Final 03 22 21 0605.pdf,2-0021072,receptor,"6 Mountain MID, 6 Mountain, Princeton, MA",con-test,,6,True
1229,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0322_2 Contest_Final 03 22 21 0605.pdf,2-0021072,receptor,"6 Mountain EFF, 6 Mountain, Princeton, MA",con-test,,7,True
1230,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0996_2 Contest_Final 03 29 21 1521.pdf,2-0021072,receptor,"57 Merriam Inf, 57 Merriam, Princeton, MA",con-test,,5,True
1231,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0996_2 Contest_Final 03 29 21 1521.pdf,2-0021072,receptor,"57 Merriam Eff, 57 Merriam, Princeton, MA",con-test,,6,True
1232,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1368_2 Contest_Final 04 07 21 1420.pdf,2-0021072,receptor,"41 Prospect inf, 41 Prospect",con-test,,5,True
1233,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1368_2 Contest_Final 04 07 21 1420.pdf,2-0021072,receptor,"41 Prospect Mid, 41 Prospect",con-test,,6,True
1234,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1368_2 Contest_Final 04 07 21 1420.pdf,2-0021072,receptor,"41 Prospect Eff, 41 Prospect",con-test,,7,True
1235,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0313_2 Contest_Final 03 22 21 0549.pdf,2-0021072,receptor,"5 Hubbardston INF, 5 Hubbardston, Princeton, MA",con-test,,5,True
1236,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0313_2 Contest_Final 03 22 21 0549.pdf,2-0021072,receptor,"5 Hubbardston MID, 5 Hubbardston, Princeton, MA",con-test,,6,True
1237,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0313_2 Contest_Final 03 22 21 0549.pdf,2-0021072,receptor,"5 Hubbardston EFF, 5 Hubbardston, Princeton, MA",con-test,,7,True
1238,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1366_2 Contest_Final 04 07 21 1419.pdf,2-0021072,receptor,"30 Mountain Inf, 30 Mountain",con-test,,5,True
1239,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1366_2 Contest_Final 04 07 21 1419.pdf,2-0021072,receptor,"30 Mountain Mid, 30 Mountain",con-test,,6,True
1240,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1366_2 Contest_Final 04 07 21 1419.pdf,2-0021072,receptor,"30 Mountain Eff, 30 Mountain",con-test,,7,True
1241,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1366_2 Contest_Final 04 07 21 1419.pdf,2-0021072,receptor,"30 Mountain FB, 30 Mountain",con-test,,8,True
1242,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1366_2 Contest_Final 04 07 21 1419.pdf,2-0021072,receptor,"TB-03222021, 30 Mountain",con-test,,9,True
1243,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0650_2 Contest_Final 03 17 21 1605.pdf,2-0021072,receptor,"41 Prospect Inf, 41 Prospect, Princeton, MA",con-test,,5,True
1244,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0650_2 Contest_Final 03 17 21 1605.pdf,2-0021072,receptor,"41 Prospect Mid, 41 Prospect, Princeton, MA",con-test,,6,True
1245,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0650_2 Contest_Final 03 17 21 1605.pdf,2-0021072,receptor,"41 Prospect Eff, 41 Prospect, Princeton, MA",con-test,,7,True
1246,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1367_2 Contest_Final 04 08 21 1426.pdf,2-0021072,receptor,"42 Hubbardston Inf, 42 Hubbardston",con-test,,5,True
1247,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1367_2 Contest_Final 04 08 21 1426.pdf,2-0021072,receptor,"42 Hubbardston Mid, 42 Hubbardston",con-test,,6,True
1248,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21C1367_2 Contest_Final 04 08 21 1426.pdf,2-0021072,receptor,"42 Hubbardston Eff, 42 Hubbardston",con-test,,7,True
1249,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0319_2 Contest_Final 03 22 21 0604.pdf,2-0021072,receptor,"51 Mountain INF, 51 Mountain, Princeton, MA",con-test,,5,True
1250,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0319_2 Contest_Final 03 22 21 0604.pdf,2-0021072,receptor,"51 Mountain MID, 51 Mountain, Princeton, MA",con-test,,6,True
1251,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0319_2 Contest_Final 03 22 21 0604.pdf,2-0021072,receptor,"51 Mountain EFF, 51 Mountain, Princeton, MA",con-test,,7,True
1252,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0315_2 Contest_Final 03 09 21 1454.pdf,2-0021072,receptor,"15 Radford INF, 15 Radford, Princeton, MA",con-test,,5,True
1253,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0315_2 Contest_Final 03 09 21 1454.pdf,2-0021072,receptor,"15 Radford MID, 15 Radford, Princeton, MA",con-test,,6,True
1254,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0315_2 Contest_Final 03 09 21 1454.pdf,2-0021072,receptor,"15 Radford EFF, 15 Radford, Princeton, MA",con-test,,7,True
1255,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0317_2 Contest_Final 03 11 21 1507.pdf,2-0021072,receptor,"22 Mountain INF, 22 Mountain, Princeton, MA",con-test,,6,True
1256,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0317_2 Contest_Final 03 11 21 1507.pdf,2-0021072,receptor,"22 Mountain MID, 22 Mountain, Princeton, MA",con-test,,7,True
1257,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0317_2 Contest_Final 03 11 21 1507.pdf,2-0021072,receptor,"22 Mountain EFF, 22 Mountain, Princeton, MA",con-test,,8,True
1258,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0324_2 Contest_Final 03 22 21 0606.pdf,2-0021072,receptor,"55 Merriam, 55 Merriam, Princeton, MA",con-test,,5,True
1259,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0324_2 Contest_Final 03 22 21 0606.pdf,2-0021072,receptor,"55 Merriam FB, 55 Merriam, Princeton, MA",con-test,,6,True
1260,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21B0324_2 Contest_Final 03 22 21 0606.pdf,2-0021072,receptor,"TB-02052021, 55 Merriam, Princeton, MA",con-test,,7,True
1261,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0126_2 Contest_Final 05 24 21 1242.pdf,2-0021072,receptor,"81 Hubbardston, 81 Hubbardston, Princeton, MA",con-test,,5,True
1262,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0471_2 Contest_Final 05 25 21 1336.pdf,2-0021072,receptor,"30 Boylston, 30 Boylston, Princeton, MA",con-test,,5,True
1263,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0129_2 Contest_Final 05 24 21 1256.pdf,2-0021072,receptor,"39 Hubbardston INF, 39 Hubbardston, Princeton, MA",con-test,,5,True
1264,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0129_2 Contest_Final 05 24 21 1256.pdf,2-0021072,receptor,"39 Hubbardston MID, 39 Hubbardston, Princeton, MA",con-test,,6,True
1265,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0129_2 Contest_Final 05 24 21 1256.pdf,2-0021072,receptor,"39 Hubbardston EFF, 39 Hubbardston, Princeton, MA",con-test,,7,True
1266,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0129_2 Contest_Final 05 24 21 1256.pdf,2-0021072,receptor,"39 Hubbardston FB, 39 Hubbardston, Princeton, MA",con-test,,8,True
1267,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0129_2 Contest_Final 05 24 21 1256.pdf,2-0021072,receptor,"TB-05032021, 39 Hubbardston, Princeton, MA",con-test,,9,True
1268,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0127_2 Contest_Final 05 24 21 1255.pdf,2-0021072,receptor,"73 Hubbardston, 73 Hubbardston, Princeton, MA",con-test,,5,True
1269,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0131_2 Contest_Final 05 25 21 1518.pdf,2-0021072,receptor,"19 Hubbardston, 19 Hubbardston, Princeton, MA",con-test,,5,True
1270,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0131_2 Contest_Final 05 25 21 1518.pdf,2-0021072,receptor,"19 Hubbardston FB, 19 Hubbardston, Princeton, MA",con-test,,6,True
1271,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0131_2 Contest_Final 05 25 21 1518.pdf,2-0021072,receptor,"TB-04302021, 19 Hubbardston, Princeton, MA",con-test,,7,True
1272,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0123_2 Contest_Final 05 20 21 1536.pdf,2-0021072,receptor,"23 Worcester, 23 Worcester, Princeton, MA",con-test,,5,True
1273,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0124_2 Contest_Final 05 20 21 1537.pdf,2-0021072,receptor,"20 Worcester, 20 Worcester, Princeton, MA",con-test,,5,True
1280,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0476_2 Contest_Final 05 24 21 1301.pdf,2-0021072,receptor,"Krashes Field, Krashes Field, Princeton, MA",con-test,,5,True
1281,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0476_2 Contest_Final 05 24 21 1301.pdf,2-0021072,receptor,"Krashes Field FB, Krashes Field, Princeton, MA",con-test,,6,True
1282,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0476_2 Contest_Final 05 24 21 1301.pdf,2-0021072,receptor,"TB-05062021, Krashes Field, Princeton, MA",con-test,,7,True
1283,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21E0477_2 Contest_Final 05 24 21 1303.pdf,2-0021072,receptor,"7 Thompson, 7 Thompson, Princeton, MA",con-test,,5,True
1284,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1041_2 Contest_Final 05 10 21 0513.pdf,2-0021072,receptor,"29 Mountain INF, 29 Mountain, Princeton, MA",con-test,,5,True
1285,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1041_2 Contest_Final 05 10 21 0513.pdf,2-0021072,receptor,"29 Mountain MID, 29 Mountain, Princeton, MA",con-test,,6,True
1286,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1041_2 Contest_Final 05 10 21 0513.pdf,2-0021072,receptor,"29 Mountain EFF, 29 Mountain, Princeton, MA",con-test,,7,True
1287,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1042_2 Contest_Final 05 10 21 1651.pdf,2-0021072,receptor,"18 Mountain INF, 18 Mountain, Princeton, MA",con-test,,5,True
1288,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1042_2 Contest_Final 05 10 21 1651.pdf,2-0021072,receptor,"18 Mountain MID, 18 Mountain, Princeton, MA",con-test,,6,True
1289,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1042_2 Contest_Final 05 10 21 1651.pdf,2-0021072,receptor,"18 Mountain EFF, 18 Mountain, Princeton, MA",con-test,,7,True
1290,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1042_2 Contest_Final 05 10 21 1651.pdf,2-0021072,receptor,"18 Mountain FB, 18 Mountain, Princeton, MA",con-test,,8,True
1291,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1042_2 Contest_Final 05 10 21 1651.pdf,2-0021072,receptor,"TB-04202021, 18 Mountain, Princeton, MA",con-test,,9,True
1292,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1043_2 Contest_Final 05 10 21 0514.pdf,2-0021072,receptor,"21 Mountain INF, 21 Mountain, Princeton, MA",con-test,,5,True
1293,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1043_2 Contest_Final 05 10 21 0514.pdf,2-0021072,receptor,"21 Mountain MID, 21 Mountain, Princeton, MA",con-test,,6,True
1294,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1043_2 Contest_Final 05 10 21 0514.pdf,2-0021072,receptor,"21 Mountain EFF, 21 Mountain, Princeton, MA",con-test,,7,True
1295,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1044_2 Contest_Final 05 10 21 0515.pdf,2-0021072,receptor,"6 Mountain INF, 6 Mountain, Princeton, MA",con-test,,5,True
1296,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1044_2 Contest_Final 05 10 21 0515.pdf,2-0021072,receptor,"6 Mountain MID, 6 Mountain, Princeton, MA",con-test,,6,True
1297,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1044_2 Contest_Final 05 10 21 0515.pdf,2-0021072,receptor,"6 Mountain EFF, 6 Mountain, Princeton, MA",con-test,,7,True
